@node: #id_pdg,%+voisins,cause,label,type,shape,content
a2301,"a2301,a2301",citoyenneté,citoyenneté,1,square,suppression du sénat (et surtout de son mode d'élection) dans le cadre de la réduction de la représentativité nationale
a2302,"a2302,a2302",patrimoine - taxe à percevoir,patrimoine - taxe à percevoir,1,square,"probleme :  entretien du patrimoine
solution :  mettre une faible taxe annuelle sur l'art détenus par des privés (peinture, sculpture, ...) pour financer le patrimoine français."
a2303,"a2303,a2303",chomage,chomage,1,square,"la suppression de pôle emploi et son remplacement par une agence de la formation qualifiante, le fait de solliciter cette agence serait non obligatoire donc  exclusivement à l’initiative des chômeurs (la encore grosse économie de gestion du chômage)"
a2304,"a732,a732,a2304,a2304",la sante,la sante,1,square,"redonner moyen a l opta
maison de retraite trop chères
revaloriser l aide a domicile
arrêter fraude ss  ++++et fraudes aux aideset caf
pas de dépassement des actes les françaismoyen ne peuvent se soigner"
a2305,"a2305,a2305,a3714,a3714",injustice financière,injustice financière,1,square,"problème : injustice des allocations et des impots
solution : allocations et impots par individu, moins de tricherie 
le plus : adaptéé au nouveau genre polygame, monoparental etc ..."
a2306,"a1103,a1103,a2306,a2306,a2531,a2531,a4296,a4296",la formation des chomeurs,la formation des chomeurs,1,square,le gouvernement doit prendre la main il doit être physiquement impliquer ds les orientations de la gouvernance syndicales en échange du financement des  syndicats
a2307,"a949,a949,a1604,a1604,a1837,a1837,a2307,a2307,a3396,a3396,a4333,a4333",ecologie mal  geree,ecologie mal  geree,1,square,"stopper les ogm
favoriser le bio
favoriser les circuits cours
contre urbanisation sauvage  risques inondation
favoriser les transports ruraux car isolements"
a2308,"a2308,a2308,a2748,a2748",la csg pour les retraités,la csg pour les retraités,1,square,annulation de la csg pour les retraités ayant moins de 2000€ mensuel par retraité . plafond annuel pour un couple 48000€
a2309,"a117,a117,a1362,a1362,a1788,a1788,a2309,a2309,a2318,a2318",faudre fiscale,faudre fiscale,1,square,renforcer drastiquement la lutte contre la fraude fiscale (mise en place du logiciel belge contre les cols blancs)
a2310,"a2310,a2310",gestion de l'etat,gestion de l'etat,1,square,augmenter la dette afin d'investir dans la fonction publique
a2311,"a2311,a2311",islamisation,islamisation,1,square,"probleme : l'islam en france prend des proportions énormes, il est incompatible avec les lois de la république française. aujourd'hui, 20 % de musulmans, demain 40 % ?
solution : éradiquer l'islam de france. cela résoudrait en partie le problème de l'immigration, car ce sont des musulmans pour la plupart qui viennent d'afrique, maghreb, moyen-orient. demain la loi de la charia ?"
a2312,"a656,a656,a2312,a2312",rechauffement climatique,rechauffement climatique,1,square,"le probleme: l'ecologie est absent de l'education sauf si initiative locale
la solution: mettre l'ecologie au programme scolaire de maniere ludique des la maternelle et expliquer aux enfants pourquoi nous en sommes arrives la. ensuite les enfants se feront un plaisir d'eduquer leurs parents ..."
a2313,"a2313,a2313,a3989,a3989",le chomage,le chomage,1,square,"le probleme: il y a du travail mais les petits patrons ne peuvent pas embaucher.
la solution: diminuer les charges sur les tpe et pme afin qu'elles puissent recruter les personnes dont elles ont besoin pour se developper."
a2314,"a1755,a1755,a2314,a2314",bénéfices des entreprises,bénéfices des entreprises,1,square,la moité des bénéfices doit être reversées à part égale à tout ses employés
a2315,"a1137,a1137,a2315,a2315,a2640,a2640",choix des ministres,choix des ministres,1,square,chaque ministre nommé à un poste doit avoir les compétences au préalable dans le domaine d'application.
a2316,"a54,a54,a2004,a2004,a2316,a2316,a2510,a2510,a3744,a3744,a3843,a3843",le gouvernement,le gouvernement,1,square,accélérer la transition des énergies renouvelables pour diminuer la part du nucléaire français.
a2317,"a1363,a1363,a2317,a2317,a3465,a3465",les lois,les lois,1,square,toutes les lois doivent être votés par le peuple et validée si 75% des inscrits se sont exprimés.
a2318,"a490,a490,a1362,a1362,a1383,a1383,a2228,a2228,a2290,a2290,a2309,a2309,a2318,a2318,a2683,a2683",injustice,injustice,1,square,peine plancher pour fraude fiscale et délits en cols blancs
a2319,"a1094,a1094,a1152,a1152,a1765,a1765,a2037,a2037,a2128,a2128,a2319,a2319,a3061,a3061,a4043,a4043",les impôts,les impôts,1,square,taxer d'avantage le fioul lourd et le kérosène.
a2320,"a2320,a2320","la suppression de l'argent liquide au profits de la monnaie virtuelle ne profitant qu'a la banque centrale, entraînant ainsi la mort de notre pouvoir d'achat et de l’économie en général , et de la mort de nos marchés locaux","la suppression de l'argent liquide au profits de la monnaie virtuelle ne profitant qu'a la banque centrale, entraînant ainsi la mort de notre pouvoir d'achat et de l’économie en général , et de la mort de nos marchés locaux",1,square,suppression de la carte sans contact
a2321,"a2321,a2321",le financement de la vie politique,le financement de la vie politique,1,square,remettre à plat le système de financement de la vie politique. permettre à tous les citoyens de soutenir financièrement le parti/mouvement de leur choix par un don depuis leur feuille d'impôt. limiter les dons privés et les cadeaux fiscaux.
a2322,"a656,a656,a2153,a2153,a2322,a2322,a4001,a4001",la transition climatique,la transition climatique,1,square,"imposer une taxe pout tout le transport aerien et une taxe sur les paquebots ainsi que sur la marine marchande 
les grandes entreprises du cac 40 doivent payer une taxe  pour la transition energetique"
a2323,"a2091,a2091,a2323,a2323,a2686,a2686,a3853,a3853",loi sur les stupéfiants,loi sur les stupéfiants,1,square,légalisation de l'usage de stupéfiants : chacun doit être libre de se faire du mal. l'argent ainsi récolté (y compris avec les économies sur la police) servira à prévenir contre l'usage des stupéfiants
a2324,"a1632,a1632,a2324,a2324","travailleur pauvre,","travailleur pauvre,",1,square,"revenu minimum à 1400€ pour tout travailleur à plein temps par prime d'activité automatique,augmenter la déduction pour frais du salaire pour déclaration de revenus"
a2325,"a2325,a2325",le social,le social,1,square,"problème: les taux d'inflations de l’insee ne sont pas correctes.
solution:    arrêter de prendre en compte dans le calcul tout les 
                  produits de consommation peu courant ( ex: 
                  l'informatique ...)."
a2326,"a943,a943,a1650,a1650,a2326,a2326",les élus du peuple,les élus du peuple,1,square,"indexer les salaires sur l’inflation.
indexer les retraites sur l’inflation.
reformer la ve république.
valoriser le milieu rural.
baisser les salaires des hauts fonctionnaires."
a2327,"a863,a863,a1808,a1808,a2050,a2050,a2109,a2109,a2327,a2327,a3403,a3403",niches fiscales des journalistes,niches fiscales des journalistes,1,square,supprimer la niche fiscale des journalistes : mêmes abattements pour les journalistes que pour le reste des français
a2328,"a316,a316,a988,a988,a1461,a1461,a1959,a1959,a2328,a2328,a2650,a2650,a2940,a2940,a3020,a3020,a3958,a3958",les gafa,les gafa,1,square,imposer une taxe sur les gafa au niveau europeen
a2329,"a1312,a1312,a2329,a2329,a2829,a2829",taxe transition écologique.,taxe transition écologique.,1,square,"se désengager des traités tafta ceta. aucune transition écologique n’est possible avec le kérosène et le fioul lourd 1er pollueur; non taxés, comble d’injustice. commençons par supprimer les transports intercontinentaux inutiles et destructeurs des productions locales."
a2330,"a2330,a2330",corruption des élus et de la justice,corruption des élus et de la justice,1,square,"alourdir les peines financiéres et au niveau pénal pour les abus de biens sociaux , la corruption active et conflit d'intérêt et proposer la révocation des élus  et même les magistrats concernés"
a2331,"a2331,a2331,a3066,a3066",le franglais,le franglais,1,square,"appliquer les textes en vigueurs pour utiliser le français en priorité dans les médias, la publicité, la culture, et sanctionner par des amendes  les annonceurs, les publicistes les chaines de télévision, les émissions de radio qui détruisent la langue française."
a2332,"a2332,a2332",travailler toujours plus,travailler toujours plus,1,square,redonner les moyens à l'inspection du travail et aux médecins du travail d'agir sur les conditions de travail et notamment les charges de travail abusives avec des objectifs de production et de rendement inatteignables.
a2333,"a2333,a2333",l'humanité (cupidité et stupidité),l'humanité (cupidité et stupidité),1,square,"2 possibilités :
- on arrête tout
ou
- on est tous morts (fleurs, libellules et girafes comprises)"
a2334,"a2138,a2138,a2334,a2334,a2512,a2512,a2800,a2800,a2859,a2859,a3638,a3638,a3945,a3945",taxes et fiscalité indirecte,taxes et fiscalité indirecte,1,square,creér une assemblée citoyenne avec un droit de véto sur toutes les taxes jugées injustes
a2335,"a332,a332,a839,a839,a2335,a2335,a2831,a2831,a2894,a2894,a2962,a2962",pollution automobile,pollution automobile,1,square,il faut favoriser le tele travail a raison de 1 ou 2 jours par semaine
a2336,"a2336,a2336",le mode de scrutin,le mode de scrutin,1,square,"-appliquer les système de broca ou de condorcet.
-prendre en compte le vote blanc."
a2337,"a1923,a1923,a2337,a2337,a3927,a3927",le débat national,le débat national,1,square,instauration du ric et là on pourra débattre vraiment du sujet proposé
a2338,"a2338,a2338",situation irrégulière,situation irrégulière,1,square,expulsion de toutes les personnes en situation irrégulière. nous lorsqu’on doit payer l’amende ou que l’on commet une faute c’est tout de suite sinon on prend cher. donc pas deux poids deux mesures avec les maghrébins et les arabes les africains et tous ceux qui n’ont rien à faire chez nous.
a2339,"a914,a914,a2339,a2339",ecologie,ecologie,1,square,"l'ecologie est un problème qui ne peut être résolu que par la france
c'est pas 68 millions de français face à la chine et l'inde + de 3 milliards  d'habitants qui résoudront l'écologie.il suffie de regarder en instantané le nombre d'avions et de tankers qui circule,"
a2340,"a1576,a1576,a2340,a2340",autoroutes payantes,autoroutes payantes,1,square,"rendre les autoroutes au secteur public .diviser le coût des péages par 4 ; nous les avons déjà payé deux fois ! les autoroutes ...
eclairage solaire des autoroutes plus de limitation de vitesse sauf à l'approche des villes, et sorties ..."
a2341,"a2341,a2341,a4526,a4526",pouvoir d'achat en baisse,pouvoir d'achat en baisse,1,square,"supprimer les taxes sur les produits de première nécessité tel que les produits alimentaires, d'hygiene, pour les bébés . et réduire les taxes sur les vêtements car c'est aussi un produit de première nécessité !"
a2342,"a2342,a2342",trop de fonctionnaires,trop de fonctionnaires,1,square,"réduire le nombre d'élus dans les mairies, collectivités, régions, départements, commissions diverses, dans tout le millefeuille administratif"
a2343,"a2343,a2343",sénat,sénat,1,square,"supprimer le sénat. diviser le nombre de députés par deux. ça fera plusieurs milliards d’euros d’économisés.
pour nos hôpitaux, nos anciens, nos médecins et nos infirmières."
a2344,"a1167,a1167,a1503,a1503,a2297,a2297,a2344,a2344,a4231,a4231",i s f,i s f,1,square,"remettre en totalité l' is f , a titre symbolique  et créer de nouvelles tranches d’impôt pour le rendre plus juste ."
a2345,"a2345,a2345",vote,vote,1,square,prendre en compte le vote blanc(annulation de l'élection s'il est majoritaire) et que le vote soit obligatoire.
a2346,"a2346,a2346,a2868,a2868,a3622,a3622,a3664,a3664",constitution,constitution,1,square,le r.i.c   non  au vote caution!
a2347,"a2347,a2347",election liste gilets jaunes,election liste gilets jaunes,1,square,"liste jaunes  doit etre représentée par chômeurs 4 pers, smicards 5 pers. santé 8 pers. education 12 pers- fonctionnaires 5 pers. culture 12 pers. justice 8 pers. sport 4 pers. agriculture 7 pers. handicapés 4 pers. pme 5 pers. artisan 5pers"
a2348,"a1005,a1005,a2348,a2348","droits de succession,","droits de succession,",1,square,"abaisser à 10% les droits de succession aux héritiers directs, car cet impôt fais que le mort depuis sa tombe continue de payer des taxes qu'il a déjà payé toute sa vie durant. impot à payer au delà de 1 million d'euros, comme en italie."
a2349,"a2349,a2349",référendum,référendum,1,square,"création d'un système référendaire numérique sur les réformes importantes de la france.(retraites, fonctionnaires, emplois,...etc.). sur décision du président et sur idée des citoyens ou du président. consultatifs ou législatifs, à voir selon les cas"
a2350,"a2208,a2208,a2350,a2350,a2481,a2481,a3258,a3258,a3609,a3609",manque d'écoute des citoyens,manque d'écoute des citoyens,1,square,"créer une plateforme numérique gouvernemental permanent permettant de donner des idées, des revendications, notés des dis-fonctionnement, porté des améliorations"
a2351,"a2351,a2351,a2740,a2740",salaires des hommes politiques,salaires des hommes politiques,1,square,demander l’avis des citoyens pour une éventuelle modification des rémunérations des hommes politiques.
a2352,"a2352,a2352,a3187,a3187,a3245,a3245",augmenter de 15 pour cent par mois,augmenter de 15 pour cent par mois,1,square,augmenter les pensions d invalidite qui stagnent depuis des annees
a2353,"a2353,a2353,a2459,a2459",représentativité,représentativité,1,square,les citoyens doivent être consultés sur toutes les lois concernant le quotidien des français
a2354,"a1430,a1430,a2354,a2354,a2379,a2379",privileges,privileges,1,square,baisse des salaires de nos élus. référendum populaire pour fixer un salaire indexé sur un pourcentage du smic
a2355,"a514,a514,a2355,a2355,a2379,a2379,a3245,a3245,a4380,a4380",pouvoir d'achat,pouvoir d'achat,1,square,fixer un minimum universel pour vivre indexé sur le seuil de pauvreté
a2356,"a2356,a2356",,,1,square,"augmentation des salaires par une somme forfaitaire de 200 euros, pour le smic et pour les pensions de retraites."
a2357,"a2357,a2357",,,1,square,"suppression des exonérations de charges faites aux entreprises et commerces, dont l’activité est captive du territoire nationale."
a2358,"a2358,a2358,a4402,a4402",,,1,square,augmentation du pouvoir d’achat par le biais de la suppression de la t . v. a pour tous les produits alimentaires de première nécessité
a2359,"a2359,a2359,a2368,a2368,a2604,a2604,a3738,a3738",,,1,square,revalorisation du smic à 1500 euros net par mois
a2360,"a1111,a1111,a2360,a2360,a4409,a4409",,,1,square,"diminution des députés à l’assemblée nationale la mettant à un nombre de 250 parlementaires , idem pour le sénat le réduire de moitié …."
a2361,"a1440,a1440,a2361,a2361",,,1,square,vote intégral à la proportionnelle à l’élection des députés tout en l’ espaçant  2 ans d’intervalle avec celle de la présidentielle ;;;;;;;;
a2362,"a2362,a2362",,,1,square,remise en question de l’ouverture à l' l'immigration galopante en l’interdisant pendant une période de 5 ans dans notre pays sauf exception pour tous les demandeurs d’asile voire politique et de guerre
a2363,"a168,a168,a984,a984,a1646,a1646,a1770,a1770,a1868,a1868,a1871,a1871,a2363,a2363,a3376,a3376,a4028,a4028,a4518,a4518",,,1,square,reconnaitre intégralement le vote blanc et nul
a2364,"a585,a585,a1253,a1253,a1365,a1365,a2364,a2364,a3065,a3065,a3375,a3375,a4327,a4327",,,1,square,"revenir à un septennat unique,"
a2365,"a2365,a2365",,,1,square,"supprimer l’e.n.a. qui formate trop notre haute fonction publique et favorise l’entre soi,"
a2366,"a2366,a2366",,,1,square,"suppression totale de la csg, du rds (impôts injustes)"
a2367,"a525,a525,a2367,a2367",,,1,square,"rétablissement d'une justice fiscale : réaffectation réelle de nos impôts sur des services publics (transports, hôpitaux, écoles, services postaux ....)"
a2368,"a1630,a1630,a2359,a2359,a2368,a2368,a3738,a3738",,,1,square,s.m.i.c un minimum net de 1500 euros.
a2369,"a477,a477,a2369,a2369,a3258,a3258",,,1,square,"donnons aux forces de l'ordre,les moyens pour erradiquer la racaille de nôtre pays."
a2370,,,,1,square,donner plus de pouvoir d'achats à la france du bas.
a2371,"a123,a123,a2371,a2371",santé laboratoires,santé laboratoires,1,square,"contrôle des laboratoires pharmaceutique pour le prix des médicaments et analyses des produits vendus contrôlés par un laboratoire indépendant (pour vérifier la non nocivité des produits avant sa mise sur le marché (amm). création d’une nouvelle loi sur les protocoles d’essais et tests des médicaments par des cobayes rétribués avant son autorisation sur le marché, consultation des essais mis à la disposition du public et sanctions pénales en cas de tromperie sur l’efficacité, et les effets indésirables afin de protéger le citoyen. les études scientifiques ne doivent pas être enterrées si elles ne sont pas conformes au vu des industriels quel qu’en soit le domaine d’exploitation, priorité à la santé publique."
a2372,,cice,cice,1,square,"plutôt que de donner aux entreprises du cac40 40 milliards qui n'en ont aucun besoin - à part rétribuer leurs actionnaires - offrir 10 milliards aux pme (qui, elles, créent de la richesse et embauchent) ...les 30 autres milliards : pour financer la suppression totale de la csg aux retraités et augmentation du smic."
a2373,,élus,élus,1,square,"annulation de l’exonération de la csg pour les députés, ainsi que des frais d’obsèques payés par les français dans un soucis de justice fiscale. révision drastique de leur droit, avec un meilleur contrôle de leur imposition et de leur frais de fonctionnement."
a2374,"a309,a309,a1734,a1734,a2374,a2374,a3162,a3162",banque,banque,1,square,séparer les banques de dépôts et les banques d’affaires et interdire leur renflouement et garantir une réelle protection des dépôts des épargnants suffisamment abondés par le fond de sauvegarde. 
a2375,"a1369,a1369,a1980,a1980,a2375,a2375,a3783,a3783",impôt sur le revenu,impôt sur le revenu,1,square,revoir l’impôt sur le revenu en y incorporant davantage de tranches (déciles) afin de le rendre plus juste et plus progressif
a2376,"a2376,a2376,a3699,a3699",économie,économie,1,square,"baisse de l’impôt sur les sociétés qui investissent, ou réinvestissent dans l’économie réelle et qui crée des emplois"
a2377,"a525,a525,a2235,a2235,a2377,a2377,a3622,a3622",isf,isf,1,square,rétablissement immédiat de l'isf. aucun ruissellement n'a été constaté après 20 mois ! justice fiscale et solidaire.
a2378,"a1677,a1677,a1848,a1848,a2378,a2378",tva,tva,1,square,suppression totale de la tva sur les produits de première nécessité (nourriture et vêtements).
a2379,"a9,a9,a1866,a1866,a2027,a2027,a2251,a2251,a2354,a2354,a2355,a2355,a2379,a2379,a2482,a2482,a2631,a2631,a3003,a3003,a3165,a3165,a3801,a3801",tva fixe,tva fixe,1,square,
a2380,"a2380,a2380",charge sociale,charge sociale,1,square,"nous devons tous payer avec nos moyens pour que nos hôpitaux, nos pompiers, gendarmes, militaires, sécurité sociale et retraite puissent vivres
la solidarité même à 10 euros es un moyen d'être tous égaux.. faire des tranches juste et 50% pour les plus riches"
a2381,"a2381,a2381,a3090,a3090",education nationale,education nationale,1,square,rendre obligatoire la scolarité de 3 ans à 18 ans pour éviter ainsi de nombreux décrochages vers les 15 ans . remplacer la prime de rentrée scolaire par des bons d'achats pour vétements et fournitures
a2382,"a1794,a1794,a2382,a2382,a2973,a2973",non représentation citoyenne,non représentation citoyenne,1,square,"création d'une assemblée citoyenne par région, renouvelable 2 ans et demi. un nombre déterminé de citoyens pour les grandes villes, ruralités, banlieues,etc..."
a2383,"a943,a943,a1650,a1650,a2383,a2383",la fiscalité inextricable,la fiscalité inextricable,1,square,penser differemment remettre tout à plat en définissant d'abord les objectifs puis tout reformer pour rendre comprehensible. arrêter les rustines.
a2384,"a613,a613,a2384,a2384",l'aide minimaliste aux familles monoparentales,l'aide minimaliste aux familles monoparentales,1,square,"une augmentation de certaines aide , en étudiants les cas des familles monoparentales.bien à vous, rosy;"
a2385,,le niveau des retraites,le niveau des retraites,1,square,"pour les retraités français vivant à l'étranger, il faut indexer leur retraite en fonction du niveau de vie du pays de résidence (et non la france)"
a2386,"a2386,a2386,a4267,a4267",des obsèques gratuites,des obsèques gratuites,1,square,des frais d'obsèques gratuits pour tous en cotisant comme on cotise pour la maladie. voilà plus d'injustice ni de souci pour les proches.
a2387,"a15,a15,a1348,a1348,a2387,a2387,a3276,a3276,a3909,a3909,a4026,a4026",fermeture des services publics,fermeture des services publics,1,square,maintien des services de proximité pour éviter la délocalisation des villages et des petites villes
a2388,"a524,a524,a1177,a1177,a2388,a2388,a3309,a3309",aide aux handicapés,aide aux handicapés,1,square,augmentation
a2389,"a996,a996,a1004,a1004,a2389,a2389",autoliquidation achat ttc facture en ht,autoliquidation achat ttc facture en ht,1,square,ok pour facture entre les entreprises en france en ht par contre on aimerait aussi pouvoir acheter en ht nos matiere 1ere histoire de pas se fournir en europe avec un numero de tva intra comm il est ou l’intérêt pour les entreprises francaises
a2390,"a2390,a2390",egalité et travail,egalité et travail,1,square,il ne peut y avoir de supérieur et de comparaison en raison de l'intelligence ou et de ses possessions à sa naissance ou et en héritage. tout travail est utile à la nation française et chacun des travailleurs dispose d'un revenu égal quelque soit son travail.
a2391,"a2391,a2391",créateurs et ingénieurs,créateurs et ingénieurs,1,square,les français qui passent leur temps à créer et ou à inventer et ou à concevoir sont aidés à réaliser leurs projets quelque soit l'orientation de leur projet sans que la vie et les valeurs que les français se sont données soient remises en question.
a2392,"a1566,a1566,a2392,a2392,a3165,a3165",peuple en esclavage,peuple en esclavage,1,square,"un peuple réduit en esclavage sous quelque forme que ce soit se déclare légitime et il se déclare constituant. son oppresseur, leurs alliés sous plusieurs degrés et leurs descendants sont déclarés ennemis et se doivent d'être détruits."
a2393,"a2393,a2393",emploi,emploi,1,square,que les emplois soient réservés en priorité aux citoyens français. en nouvelle calédonie il y a une loi de protection de l’emploi local. un natif de métropole n’est pas prioritaire à l’emploi en nc. ce même natif n’est pas prioritaire en métropole. il y a un paradoxe.
a2394,"a514,a514,a2394,a2394,a3764,a3764",minimas sociaux,minimas sociaux,1,square,compenser tout revenu inférieur au seuil relatif de pauvreté par une allocation compensatrice de base équivalente s'appliquant de façon dégressive en fonction des revenus réels.
a2395,"a975,a975,a1300,a1300,a2395,a2395",la malhonnêteté des élus,la malhonnêteté des élus,1,square,"la révocation immédiate en cas de condamnation pour des faits graves tels que détournement de fonds , favoritisme ,évasion fiscale ..."
a2396,"a1348,a1348,a2396,a2396,a3204,a3204",immigration,immigration,1,square,la constitution d'une caisse sociale pour les immigrés indépendante de nos caisses alimentée par les pays arabes ceux qui payent les mosquées.
a2397,"a37,a37,a2397,a2397",immigration,immigration,1,square,que les citoyens français est plus de droits et avantages que les etrangers.
a2398,"a2398,a2398",la fraude ou l'optimisation fiscalea,la fraude ou l'optimisation fiscalea,1,square,de taxer toutes les entreprises qui externalisent leurs bénéfices d'une taxe de 10% sur leur chiffres d'affaires. de même taxer tous les français même ceux vivant à l'étranger de la même manière en déduisant les impôts qu'ils auront payés dans le pays dans lequel ils sont domiciliés
a2399,"a2399,a2399,a2448,a2448","les politiques, le manque de democratie, mépris du peuple","les politiques, le manque de democratie, mépris du peuple",1,square,le ric. taux de tva à zéro sur les produits de première nécéssité (définis par les citoyens) et pour tous jusqu'à un maximum de revenus de référence.
a2400,"a40,a40,a508,a508,a2400,a2400,a3287,a3287",baisse du pouvoir d'achat,baisse du pouvoir d'achat,1,square,"augmenter tous les salaires ! solution chiffrée proposée ici : tapez exactement ""anousdejouer augmenter salaires"" sur google.
certaines solutions plus techniques auront besoin de plus de 280 caractères pour être expliquées et comprises."
a2401,"a2401,a2401,a3088,a3088",le smic trop bas,le smic trop bas,1,square,je propose le remplacement de l'intégrité de la prime d'activité par une augmentation correspondante ou supérieure du smic et des salaires.  avec l'argent de cette prime il sera possible d'aider les pme à absorber ces augmentations au cas par cas en fonction des difficultés occasionnées.
a2402,"a512,a512,a2402,a2402,a4546,a4546",reforme des retraites,reforme des retraites,1,square,"arrêter tous les régimes spéciaux, fonctionnaire, gouvernement, artisan, commerçant, sncf etc... et garder le calcul actuel du régime général et agirc et arrco mettre a la retraite a 61 ans pour tous le monde sans exception"
a2403,"a1451,a1451,a1627,a1627,a2403,a2403",l'intelligence artificielle,l'intelligence artificielle,1,square,"un salaire universel  de 1000 euros
( 50% des métiers actuels ne vont plus exister à cause de l'intelligence artificielle)"
a2404,"a276,a276,a1681,a1681,a2404,a2404,a3108,a3108",notre régime antidémocratique,notre régime antidémocratique,1,square,toutes les élections à la proportionnelle intégrale avec une prime de 10% pour le parti qui arrive en tête
a2405,"a2405,a2405",le mode de représentation politique,le mode de représentation politique,1,square,"instaurer, dans tous les postes de pouvoirs, des collégiales de citoyens"
a2406,"a2406,a2406",revenus trop faibles,revenus trop faibles,1,square,indexation sur le coût de la vie
a2407,"a2407,a2407",impôts cotisations retraites,impôts cotisations retraites,1,square,"toute cotisation quelle qu’elle soit (sociale, retraite, etc.) doit être considérée comme un impôt ! et doit être comptabilisé comme tel ; 
la proposition précédente suppose une égalité de traitement des pensions de retraite et des régimes de protection sociale, ainsi que des droits y afférents (égalité parfaite entre le secteur public et le secteur privé !)"
a2408,"a2408,a2408",la fraude fiscale massive des grands groupes privés et la mainmise des banques sur la monnaie.,la fraude fiscale massive des grands groupes privés et la mainmise des banques sur la monnaie.,1,square,...prendre les moyens de forcer les princes qui nous gouvernent à agir pour l'intérêt de la nation et non plus le leur.
a2409,"a1483,a1483,a2409,a2409",la gestion des bénéfices,la gestion des bénéfices,1,square,"que la part représentative des salariés d'une entreprise à un conseil d'administration soit au minimum de 51% afin d'étudier quelle sera la répartition des dividendes de l'entreprise, la politique de réinvestissement etc"
a2410,"a2410,a2410",système des retraites,système des retraites,1,square,je propose des retraites minimum de 1200 € nets pour toutes les personnes ayant cotisé toutes leurs vie et ayant tous leurs trimestres validés
a2411,"a2411,a2411",rémunération des élus,rémunération des élus,1,square,"représenter le peuple doit être un sacerdoce.  par suite, les élus doivent être rémunérés au smic."
a2412,"a222,a222,a334,a334,a2064,a2064,a2412,a2412,a3470,a3470",justice fiscale,justice fiscale,1,square,"créer une tva à  1% pour les produits de 1ere nécessité et une tva de 35 % pour les produits de luxe,bijoux,voiture,bateaux,jets etc.."
a2413,"a2413,a2413,a2507,a2507,a3093,a3093",institutions,institutions,1,square,la démocratie parlementaire ne fonctionne pas.  le référendum d'initiative citoyenne doit être institué.
a2414,"a603,a603,a2414,a2414",retraites,retraites,1,square,exonération de la csg pour toutes  les retraites inferieures à  2000 € par retraités et non pas par foyer fiscal soit 4000€ pour un couple
a2415,"a2415,a2415",allocations familiales,allocations familiales,1,square,les allocations familiales doivent être réservées aux nationaux.
a2416,"a2416,a2416,a3165,a3165",impôts,impôts,1,square,"la déclaration des impôts devrait inclure tous les revenus mais aussi les aides ( caf, apl....), les avantages ( transports gratuits, tarif réduit...) afin d'avoir une clarté des moyens réels de chacun et ainsi établir une imposition juste et une clarté des moyens de chacun"
a2417,"a649,a649,a1153,a1153,a2417,a2417,a4297,a4297,a4464,a4464",la fraude et l'évasion fiscales,la fraude et l'évasion fiscales,1,square,"une veille sévère et intransigeante, notamment des grandes entreprises implantées sur le territoire quelle que soit la domiciliation du siège social.
suppression du verrou de bercy"
a2418,"a2418,a2418,a2862,a2862",deux poids deux mesures en justice,deux poids deux mesures en justice,1,square,obligation de casier vierge et enquête de moralité pour tout poste à responsabilité représentative
a2419,"a1511,a1511,a2419,a2419,a4306,a4306",dépenses d'état,dépenses d'état,1,square,le nombre maximal d'agent par ministère limité à 2000 équivalent temps plein. cela ferait économiser 5 220 000 000 €/mois à l'état.
a2420,"a2420,a2420",le pouvoir d'achat diminue,le pouvoir d'achat diminue,1,square,"augmentation des aides sociales( apl,allocations familiales, ect...)"
a2421,"a1793,a1793,a2421,a2421,a3143,a3143",train de vie de l'etat,train de vie de l'etat,1,square,prendre exemple sur la  norvège où tout est transparent
a2422,"a167,a167,a2045,a2045,a2422,a2422,a2806,a2806,a3028,a3028,a3219,a3219,a3723,a3723,a3851,a3851,a3988,a3988",environnement,environnement,1,square,interdire les plastiques d emballages et revenir aux contenants verre consigné
a2423,"a64,a64,a143,a143,a1542,a1542,a1902,a1902,a2423,a2423",fiscalité,fiscalité,1,square,baisse tva sur les produits alimentaires et de 1ère nécessité
a2424,"a2424,a2424",démocratie,démocratie,1,square,mettre en place le ric
a2425,"a951,a951,a2425,a2425",probité de la classe politique,probité de la classe politique,1,square,"inéligibilité pour 10 ans jusqu'à inneligibilité a vie en cas de condamnation quelqu'en soit la nature, de casier judiciaire non vierge, ou tout autre tentative de détournement de fonds, corruption, ... y compris pour les postes non issue d'un vote."
a2426,"a2426,a2426",pouvoir d'achat,pouvoir d'achat,1,square,"diminuer les salaires des plus haut revenus reccuperer les taxes des gafa , exit taxes , fraudes fiscale . diminuer les charges sur les petites entreprises et remettre ses taxes sur les grosses entreprises"
a2427,"a1031,a1031,a1833,a1833,a2427,a2427",les députés,les députés,1,square,"rétablir le lien entres les citoyens et représentants ( députés ), avec des débats, consultation réel et explication publique de lois. mais aussi une interdiction du lobbying."
a2428,"a1441,a1441,a2428,a2428",organisation de l'état,organisation de l'état,1,square,"problème : professionnalisation politique des élus.
solution : 2 mandats maximum par député, conseiller général, etc."
a2429,,les banques,les banques,1,square,création par l’état d'une banque nationale (ce qui n'est pas le cas de la banque de france qui est privée).
a2430,,la suppression de l'isf,la suppression de l'isf,1,square,de le remettre
a2431,"a90,a90,a721,a721,a1203,a1203,a1275,a1275,a1895,a1895,a2138,a2138,a2431,a2431,a2432,a2432,a3503,a3503,a3945,a3945,a4272,a4272",justice fiscale,justice fiscale,1,square,rétablir la flat taxe
